ranking,name,producers,votersCount,score,popularity,members,favorite,episodes,animeType,premiredDate,animeSource,genres,studios,licenses,rating,Japanese,Italian,Portuguese(BR),German,Hungarian,English,Korean,Spanish,French,Mandarin,Hebrew,Producer,Director,EpisodeDirector,Storyboard,SoundDirector,2ndKeyAnimation,KeyAnimation,CharacterDesign,Script,SeriesComposition,ThemeSongLyrics,ThemeSongPerformance,ThemeSongArrangement,ThemeSongComposition,AnimationDirector,OriginalCreator,ADRDirector,ExecutiveProducer,ChiefAnimationDirector,DirectorofPhotography,In-BetweenAnimation,BackgroundArt,AssistantAnimationDirector,Planning,ColorDesign,Editing,ArtDirector,Music,ProductionCoordination,DigitalPaint,ColorSetting,AssistantDirector,Setting,SoundEffects,PlanningProducer,InsertedSongPerformance,OriginalCharacterDesign,Screenplay,AssociateProducer,SpecialEffects,AnimationCheck,ProductionAssistant,SoundSupervisor,Layout,PrincipleDrawing,AssistantProducer,ProductionManager,SoundManager,Co-Director,SeriesProductionDirector,MechanicalDesign,ChiefProducer,Recording,DialogueEditing,RecordingEngineer,Creator,RecordingAssistant,Publicity,Co-Producer,SettingManager,CastingDirector,Re-RecordingMixing,AssistantProductionCoordinat
1,Fullmetal Alchemist: Brotherhood,Aniplex;SquareEnix;MainichiBroadcastingSystem;StudioMoriken,1884096,9.13,3,2951774,205943,64.0,TV,Spring 2009,Manga,Action;Adventure;Drama;Fantasy,Bones,Funimation;AniplexofAmerica,R-17+,"Kugimiya,Rie;Park,Romi;Soumi,Youko;Kugimiya,Rie;Utsumi,Kenji;Utsumi,Kenji;Umezu,Hideyuki;Ueda,Yuuji;Satou,Ai;Sanpei,Yuuko;Shibata,Hidekatsu;Kiuchi,Hidenobu;Sato,Biichi;Hayashi,Yuuki;Ootomo,Ryuuzaburou;Shindo,Naomi;Gotou,Mai;Nishi,Rintarou;Miyazawa,Tadashi;Katou,Seizou;Egawa,Hisao;Sasaki,Seiji;Tsuda,Shouko;Shouji,Masayuki;Amada,Masuo;Katsu,Anri;Arimoto,Kinryuu;Takamori,Yoshino;Mitsugi,Yuuki;Takayama,Minami;Hamada,Kenji;Nagashima,Shinsuke;Hori,Katsunosuke;Kakihara,Tetsuya;Miyake,Kenta;Shiratori,Tetsu;Aomori,Shin;Nakamura,Yuuichi;Naya,Rokurou;Taketora;Ueda,Yuuji;Orikasa,Fumiko;Tani,Atsuki;Tsuji,Shinpachi;Namikawa,Daisuke;Ishizuka,Unshou;Kayumi,Iemasa;Hanba,Tomoe;Fukuen,Misato;Fujiwara,Keiji;Shimura,Tomoyuki;Horikawa,Jin;Yoshino,Hiroyuki;Ohara,Takashi;Mizuki,Nana;Sayuri;Iizuka,Shouzou;Inoue,Kikuko;Matsuoka,Youko;Uemura,Noriko;Omoro,Masayuki;Honda,Takako;Sakaguchi,Shuuhei;Kugimiya,Rie;Yamadera,Kouichi;Nakai,Kazuya;Miki,Shinichiro;Kayumi,Iemasa;Nara,Tooru;Okamura,Akemi;Houki,Katsuhisa;Inada,Tetsu;Takamoto,Megumi;Koyama,Mami;Asou,Miyoko;Nazuka,Kaori;Miyake,Kenta;Koyasu,Takehito;Fujimoto,Yuzuru;Fujimura,Chika;Nojima,Kenji;Matsumoto,Dai;Tachiki,Fumihiko;Yukino,Satsuki;Kugimiya,Rie;Nagai,Makoto;Morohoshi,Sumire;Miyano,Mamoru;Yao,Kazuki;Hikida,Takashi","Ponticelli,Benedetta;Novara,Renato;Scianca,Patrizia;Massironi,Cinzia;Zucca,Mario;Zucca,Mario;Bottale,Luca;Corbetta,Oliviero;Fantini,Silvana;Fallica,Raffaele;DeSantis,Paolo;Andreozzi,Ruggero;Mantovani,Roger;Albertini,Stefano;Clerici,Serena;Balbi,Marco;Albertini,Stefano;Fanfani,Donatella;Battezzato,Giovanni;DeSantis,Paolo;Oppido,Dario;Fantini,Silvana;Felletti,Alessandra;Sesana,Paolo;Albertini,Stefano;Scarabelli,Mario;Benedetti,Marco;DeSantis,Paolo;Fallica,Raffaele;Ciravolo,Natale;Calindri,Gabriele;Scarabelli,Mario;Prata,Patrizio;DeDomenico,Tania;Pandolfi,Silvio;Farina,Raffaele;Farina,Raffaele;Scianca,Patrizia;Clerici,Serena;""DErrico,Alessandro"";Oppido,Dario;Sesana,Paolo;Pacotto,Emanuela;Patruno,Stefania;Balzarotti,Marco;Caggiula,Beatrice;Balzarotti,Marco;Zito,Giacomo;Iacono,Gianluca;Sesana,Paolo;Massironi,Cinzia;Balzarotti,Marco;Spinelli,Elisabetta;Cesone,Elisabetta;Vadacca,Maddalena;Lotti,Massimiliano;Granato,Jolanda;Oppido,Dario;Karpoff,Alessandra;Danti,Federico;Clerici,Serena;Merluzzo,Maurizio;Corbetta,Oliviero;Sabre,Diego","Andreatto,Rodrigo;Santana,Marina;Campos,Marcelo;Zink,Mariana;Lemes,Cecília;Milani,Gabi;Baroli,Gilberto;Ramos,Mauro;Cruz,Walter;Sodre,Elcio;Guarnieri,JoséOtávio;deSá,Isabel;Luiz,Ítalo;Castro,Júlia;Lobue,LuizAntônio;Campos,Ramon;Araújo,Márcio;Moreno,Antônio;Lima,MárciaRegina;Alencar,Bianca;Perón,Fernando;Lopes,Guilherme;Fábio,Ricardo;Castro,Mauro;Gaidarji,Tânia;Araújo,Rodrigo;Alves,Celso;Ávila,Cassiano;Lopes,Guilherme;Araújo,Alessandra;Bulara,Fernanda;Giraldi,Sílvio;Lima,Wellington;Soares,Renato;Vaccari,Hélio;Júnior,Figueira;Sawaya,Ricardo;Santos,Vagner;Marchetti,César;Moreno,Antônio;Marconatto,Alexandre;Costa,MarcoAntônio;Guerra,JoséCarlos;Gesteira,Carlos;Cruz,Walter;Rufino,Sérgio;Corsetti,Sérgio;Quinto,Letícia;deMoraes,LuizCarlos;Moura,Fábio;Fagundes,Vagner;Camilo,Leonardo;Silveira,Carlos;Bezerra,Wendel;Bezerra,Ulisses;Pissardini,Adriana;Paulita,Flora;Laffey,Luiz;Briggs,Guilherme;Rodrigues,Zeca;Alves,Celso;Chiesse,Nestor;Bezerra,Wendel;Fernandes,Samira;Souza,Patrícia;Bortoletto,Marli;Cruz,Walter;Alves,Vanessa;Valença,Carol;Baroli,RosaMaria;Fonseca,Gessy;Lilla,Sidney;Campanile,Carlos;Helena,Lúcia;Bulara,Fernanda;Rufino,Sérgio;Gianvito,Fritz;Brêtas,Francisco;Sodre,Elcio;Baroli,Hermes;Viana,William;Abreu,MarcoAntônio;Bezerra,Wendel;Santos,Angelica;Simões,CarolCrespo;Ricardo,Hamilton;Ferreira,Matheus;Márcio,Renato;Andreatto,Andressa;Zordan,Zaíra;Lemes,Cecília;Pereira,SilviaSuzy;Grinnan,Felipe;Júnior,Francisco;Rollo,Alfredo;VilaVerde,Fabrício;Campanile,Carlos;deMoraes,LuizCarlos;Marinho,Raquel;Costha,Faduli;Guarnieri,JoséOtávio;Costha,Faduli;Mendes,Vanderlan;Bulara,Fernanda;Paulita,Flora;Rollo,Alfredo;Pissardini,Marcelo;Ribeiro,Hélio;Keplmair,Tatiane;Celini,Letícia;Chesman,Yuri;Santoro,Gileno;Stern,Sérgio;Campanile,Carlos;Ribeiro,Eduardo","Gerick,Wanja;Turba,David;Häcke,Maximiliane;Maise,Dieter;Obermeyer,Arne;Harting,Peter;Linderhaus,Silke;Werner,Rieke;Räuker,Erich;Sablik,Nico;Martin,ThomasBalou;Kuschmann,Bernd;Wolf,Volker;Brink,Dieter;Leiße,Kordula;Thiele,LouisFriedemann;Krause,Thomas;Berg,Rolf;Wunsch,Vanessa;Haggége,Julien;Brecklinghaus,Tobias;Kilbinger,Hans-Gerd;Alfieri,Vittorio;Haase,Markus;Baaken,Renier;Brink,Dieter;Höppner,Gregor;Kilbinger,Hans-Gerd;Schepmann,Philipp;Wienand,Gabriele;Reitz,Olaf;Glunz-grosch,Petra;Brückner,Sarah;Roden,SimonT.;Rott,Fritz;Brandes,Winnie;Puciata,Christina;Bayer,Hans;Welter,Ilya;Buchali,Karin;Lühn,Matthias;Potempa,Annette;Martin,ThomasBalou;Brecklinghaus,Tobias;Nathan,David;Naas,Stefan;Heß,Katrin;Brandecker,Dieter;Aubrecht-Puciata,Leon;Kuschmann,Bernd;Fey,Demet;Kuhne,IngaSibylle;Baumgardt,Birte;Schleberger,Stephan;Friebe,Thomas;Wolf,Volker;Dorenkamp,Corinna;Bayer,Hans;Gülgec,BetülJülide;Werner,Daniel;Dawn-Claude,René","Baráth,István;Szabó,Máté;Faragó,András;Varga,Rókus;Kiss,Virág;Németh,Kriszta;Kossuth,Gábor;Nyírő,Eszter;Seder,Gábor;Kisfalusi,Lehel;Hamvas,Dániel;Király,Attila;Oláh,Orsolya;Oberfrank,Pál;Joó,Gábor;Csuha,Borbála;Solecki,Janka;Wégner,Judit;Hujber,Ferenc;Mezei,Kitty;Győrfi,Anna;Várnagy,Katalin;Viczián,Ottó;Laudon,Andrea;Előd,Álmos","Whitehead,Maxey;Truncale,Lily;Mignogna,Vic;Hofmann,Muriel;Young,Stephanie;Oxley,Kate;Sabat,Christopher;Sabat,Christopher;Jewell,Jerry;Ayres,Greg;Schultes,Dana;Karbowski,Brittney;Bevins,Christopher;Blaylock,Ed;Inman,Jeremy;Foronda,Jim;Parsons,Phil;Marchi,Jamie;Rial,Monica;Truncale,Lily;Wald,David;Mullins,Andy;Carter,Bob;Auten,Christine;Grelle,Josh;Manley,George;Burgmeier,John;Elliott,R.Bruce;Mackay,Lydia;Powell,Wendy;Hebert,Kyle;Mathis,Brian;Green,Kenny;Connolly,KevinM.;Robinson,Antimere;Cason,Chris;Elliott,R.Bruce;Baker,Troy;Patton,Chris;Flynn,Bill;Parsons,Phil;McFarland,Mike;Clinkenbeard,Colleen;Hofmann,Muriel;Campbell,Bradley;Swasey,John;Dismuke,Aaron;Williams,Kent;Munoz,Anastasia;Leigh,Cherami;Strait,Sonny;Love,Andrew;Liebrecht,Jason;Vale,Eric;Nishimura,Trina;Huber,Susan;Dulcie,Greg;Bailey,Laura;Hofmann,Muriel;Dougherty,Pam;Young,Linda;Russell,Jerry;Grant,Tiffany;Martin,Josh;Ballard,Tia;Massey,Bryan;Douglas,Jason;Willingham,Travis;Bailey,Matt;Williams,Kent;Cook,Justin;Cranz,Cynthia;Ayres,Christopher;Marchi,Jamie;Gremillion,John;Glass,Caitlin;Hofmann,Muriel;Calene-Black,Shelley;Erickson,Juli;McCoy,Meredith;Tatum,JohnMichael;McCollum,Robert;James,Grant;Lau,Gwendolyn;Brannan,Duncan;Jenkins,Bill;Seitz,Patrick;Clinkenbeard,Colleen;Christian,Luci;Huber,Chuck;Palencia,Brina;Haberkorn,Todd;Yandell,Barry;Rager,Chris","Yun,MiNa;O,InSeong;Yang,JeongHwa;Lee,JiYeong;Hyeon,GyengSu;Kim,SeonHye;Jang,Gwang;Choi,Han;Jeong,HyeOk;Tak,WonJe;Seong,WanGyeong;Lee,JiYeong;Hong,BeomGi;Hong,BeomGi","Torres,Jhonny;Vieira,JoséManuel;Barba,Liliana;Rojas,Octavio;Colmenero,Francisco;Estrada,Héctor;Mena,Héctor;Garcel,Rocío;Díaz,Oliver;Segundo,Carlos;Perez,LuisMiguel;Navarro,Luis;Bautista,Ricardo;Indriago,Héctor;Vásquez,Gerardo;Barragán,Alicia;Estévez,MaríaJosé;González,Nycolle;Cervantes,Enrique;López,Herman;Godoy,Citlalli;Estrada,Héctor;Hannidez,Patricia;Morga,Jahel;Delgado,Víctor;Gómez,Óscar;Fortuny,Enzo;Muñoz,Eleazar;López,Óscar;Conde,Jesse;Balam,Ángel;Rojas,Annie;Indriago,Héctor;Reyero,Gerardo;Leal,MiguelÁngel;Matus,Edson;Moya,Rubén;Mondragón,Dolores;Basurto,AlfredoGabriel;Núñez,Hugo;Campuzano,Manuel;OrtizSantini,Brandon;Malvárez,Wendy;Estévez,MaríaJosé;Sánchez,Georgina;Monsalve,Rafael;Huicochea,Danann;Velázquez,Ferso;MuñozLacy,Daniel;Bastidas,Rolman;Escalante,Rafael;Chacón,Lileana;Olea,Vanessa;Miranda,JoséLuis;Carreño,Luis;Becerril,Diego;Aguilar,Montserrat;González,Marycel;Medel,Jennifer;Nittoli,Adolfo;Brust,Ricardo;Aponte,Rebeca;Jiménez,Yahayra;Verástegui,Ismael;Guedes,Maythe;Langarica,Erika;Garza,Eduardo;Hernández,Carlos;Hernández,Melissa;Ortega,Gerardo;LaBarrera,Eder;Mendiola,Roberto;Pacheco,Rafael","Pic,Audrey;Boudonnat,Lucille;Pestel,Arthur;Creton,François;Chevalot,Marie;Allemane,Benoît;Lemarié,Sylvain;Pichon,Yann;Bozo,Philippe;Bréheret,Laurence;Bienaimé,Nathalie;Gabriele,Léa;Diot,Marie;Pichon,Yann;Kazazian,Thierry;Beaucaire,Nicolas;Lemarié,Sylvain;Gabriele,Léa;Lemarié,Sylvain;Lemarié,Sylvain;Bizot,Hélène;Popovic,Frédéric;Pichon,Yann;Pichon,Yann;Rouzier,Gérard;Bréheret,Laurence;Beaucaire,Nicolas;Kazazian,Thierry;Keen,Jérôme;Bozo,Philippe;Lemarié,Sylvain;Bozo,Philippe;Lemarié,Sylvain;Kazazian,Thierry;Violette,Vincent;Lemarié,Sylvain;Tomé,Antoine;Kazazian,Thierry;Violette,Vincent;Allemane,Benoît;Monge,Cyrille;Bozo,Philippe;Manoury,Agnès;Lemarié,Sylvain;Rouzier,Gérard;Kazazian,Thierry;Kazazian,Thierry;Diot,Marie;Bienaimé,Nathalie;Bienaimé,Nathalie;Monge,Cyrille;Popovic,Frédéric;Keen,Jérôme;Monge,Cyrille;Manoury,Agnès;Tomé,Antoine;Sindberg,Susan;Keen,Jérôme;Sindberg,Susan;Gabriele,Léa;Tomé,Antoine;Germain,Pascal;LeMinoux,Martial;Chatelet,Julien;Violette,Vincent;Gabriele,Léa;Bozo,Philippe;Violette,Vincent;Diot,Marie;Cerdà,Cathy;Bizot,Hélène;Bréheret,Laurence;Tomé,Antoine;Bienaimé,Nathalie;Pichon,Yann;Tomé,Antoine;Gabriele,Léa;Bozo,Philippe;Boudonnat,Lucille;Magne,Bruno;Violette,Vincent;Bienaimé,Nathalie;Popovic,Frédéric;Beaucaire,Nicolas;Allemane,Benoît",,,"Cook,Justin;Yonai,Noritomo","Irie,Yasuhiro","Irie,Yasuhiro;Ikehata,Hiroshi;Ikezoe,Takahiro;Ishida,Tooru;Kinutani,Soushi;Morii,Kenshirou;Ogiwara,Rokou;Ookubo,Masao;Satou,Ikurou;Shimizu,Hisatoshi;Sueda,Yoshifumi;Yabuki,Tsutomu","Irie,Yasuhiro;Ikezoe,Takahiro;Kinutani,Soushi;Morii,Kenshirou;Ookubo,Masao;Yabuki,Tsutomu;Andou,Masahiro;Ishihira,Shinji;Sakoi,Masayuki;Sasaki,Shinsaku;Tamura,Koutarou;Terahigashi,Katsumi;Teraoka,Iwao;Tomisawa,Nobuo","Mima,Masafumi","Ikezoe,Takahiro;Akasaka,Shunji;Fukuoka,Hidenori;Kameda,Yoshimichi;Kurita,Shinichi;Mimuro,Kenta;Miwa,Kazuhiro;Satou,Toshiyuki;Shibata,Katsunori;Takahashi,Yuya;Yamazaki,Yuuta;Yoshioka,Takeshi","Ikezoe,Takahiro;Kinutani,Soushi;Morii,Kenshirou;Ookubo,Masao;Yabuki,Tsutomu;Teraoka,Iwao;Akai,Toshifumi;Amemiya,Akira;Amisaki,Ryouko;Aono,Atsushi;Arai,Jun;Arai,Nobuhiro;Arakaki,Issei;Baba,Toshiko;Ban,Yukiko;Chikaoka,Sunao;Douge,Shintarou;Ebisu,Takuma;Ferreira,Christophe;Fukuoka,Hidenori;Fukushima,Hiroyuki;Hata,Ayako;Hayama,Junichi;Honjou,Keiichirou;Hwang,InBum;Ibata,Shouta;Igawa,Rena;Ikeuchi,Naoko;Itou,Hidetsugu;Iwasaki,Taisuke;Iwataki,Satoshi;Kameda,Yoshimichi;Kamura,Hiroyuki;Kaneda,Eiji;Kawamoto,Toshihiro;Kiso,Yuuta;Kitagawa,Takayuki;Kobayashi,Yuu;Kobayashi,Hiroshi;Koike,Satoshi;Komatsu,Yuuki;Komatsu,Eiji;Kotani,Kyouko;Kumazen,Takashi;Kurakari,Shingo;Kurita,Shinichi;Kuroyanagi,Kenji;Kusama,Hideoki;Kuwana,Ikuo;Mataga,Daisuke;Matsuoka,Hideaki;Mimuro,Kenta;Mitsuda,Hajime;Miyamae,Shinichi;Mori,Ayako;Morita,Takeshi;Murata,Noriyasu;Nagano,Miharu;Nakamura,Yutaka;Nakazawa,Yuuichi;Natsume,Shingo;Nii,Hirotaka;Niino,Ryota;Nishida,Asako;Nomura,Kazuya;Numata,Seiya;Oka,Tatsuya;Okazaki,Hiromi;Onoda,Kazuyoshi;Ookaji,Hiroyuki;Park,Seong-Hu;Sakiyama,Hokuto;Sasaki,Youhei;Satou,Hiromasa;Shibata,Jun;Shibata,Katsunori;Shimizu,Hiroshi;Shimomura,Makoto;Sunagawa,Masakazu;Takada,Akira;Takagi,Masayuki;Takigawa,Kazuo;Tanaka,Hironori;Tanaka,Orie;Tateishi,Kiyoshi;Tomioka,Hiroshi;Tsuchiya,Kei;Wakabayashi,Shin;Wanibuchi,Kazuhiko;Watabe,Yukiko;Yakou,Hiroshi;Yamada,Yuukei;Yamamoto,Aoi;Yamauchi,Noriyasu;Yamazaki,Yuuta;Yokobori,Hisao;Yoshida,Kousuke;Yoshihara,Tatsuya;Yoshioka,Takeshi;ryo-timo","Morii,Kenshirou;Kanno,Hiroki","Burgmeier,John;Minakami,Seishi;Oonogi,Hiroshi;Suga,Shoutarou;Tsuchiya,Michihiro","Oonogi,Hiroshi",CHEMISTRY;NICOTouchestheWalls;SCANDAL;SID;SukimaSwitch;Yui,"CHEMISTRY;Fukuhara,Miho;[""LilB"";NICOTouchestheWalls;Nakagawa,Shoko;SCANDAL;SID;SukimaSwitch;Yui","Kameda,Seiji;NICOTouchestheWalls;SID;SukimaSwitch",NICOTouchestheWalls;SID;SukimaSwitch;Yui,"Aono,Atsushi;Iijima,Hiroya;Ishino,Satoshi;Kobayashi,Yuu;Kobayashi,Hiroshi;Saitou,Tsunenori;Shibata,Jun;Yoshioka,Takeshi","Arakawa,Hiromu","Bezerra,Úrsula;Campos,Marcelo;Glass,Caitlin;Kazazian,Thierry;McFarland,Mike;Ortega,Gerardo;Viana,William;Violette,Vincent","Fukunaga,Gen","Fukuoka,Hidenori;Kameda,Yoshimichi;Kaneda,Naomi","Furumoto,Mayuko","Kameda,Yoshimichi;Ohara,Kazuhiro;Oosawa,Mina;Saitou,Kengo;Yokoya,Kenta","Kanehira,Kazushige;Nakajima,Mika;Ooizumi,Anna;Satou,Takeshi;Tanabe,Hiroko;Yamako,Yasuhiro;toi8","Kobayashi,Yuu;Park,Seong-Hu;Yoshioka,Takeshi","Minami,Masahiko;Ueda,Masuo","Nakao,Fusako","Sadamatsu,Gou","Satou,Takeshi","Senju,Akira","Shinya,Une","Uemura,Takako",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Gintama°,TVTokyo;Aniplex;Dentsu,220346,9.08,338,548684,14811,51.0,TV,Spring 2015,Manga,Action;Comedy;Sci-fi,Bandai Namco Pictures,Funimation;Crunchyroll,PG-13-Teens,"Kugimiya,Rie;Ishii,Kouji;Sugita,Tomokazu;Tomatsu,Haruka;Yaguchi,Asami;Sakaguchi,Daisuke;Ootsuka,Houchuu;Sakai,Keikou;Sugimoto,Yuu;Saiga,Mitsuki;Shirokuma,Hiroshi;Aizawa,Yurika;Aoyama,Kouhei;Ueda,Yuuko;Higa,Kumiko;Miyake,Kenta;Miyamoto,Mana;Tachiki,Fumihiko;Nishimura,Tomomichi;Fujiwara,Keiji;Kumai,Motoko;Nakai,Kazuya;Sakurai,Tomo;Shimada,Bin;Namikawa,Daisuke;Chiba,Isshin;Saitou,Aya;Inoue,Marina;Hirano,Aya;Shimamura,Yuu;Hino,Satoshi;Ishida,Akira;Kaida,Yuki;Yamazaki,Takumi;Hayamizu,Risa;Chiba,Susumu;Takahashi,Chiaki;Kokuryu,Sachi;Ishizuka,Unshou;Ishizuka,Katashi;Ono,Kensho;Wakamoto,Norio;Satou,Rina;Nemoto,Keiko;Watanabe,Akeno;Inoue,Kazuhiko;Suzumura,Kenichi;Itou,Shizuka;Kujira;Chiba,Shigeru;Takahashi,Mikako;Sakurai,Takahiro;Miki,Shinichiro;Kobayashi,Yuu;Okitsu,Kazuyuki;Itou,Kentarou;Morikawa,Toshiyuki;Sanpei,Yuuko;Miyake,Kenta;Yukino,Satsuki;Sorachi,Hideaki;Koyasu,Takehito;Kuwashima,Houko;Chafurin;Minami,Omi;Ono,Yuuki;Matsui,Eriko;Hashi,Takaya;Hirohashi,Ryou;Yusa,Kouji;Kaida,Yuuko;Hoshino,Takanori;Yamadera,Kouichi;Arai,Satomi;Kuroda,Takaya;Tatsuta,Naoki;Orikasa,Fumiko;Oota,Tetsuharu;Yamadera,Kouichi",,,,,"Loewen,Jocelyne;Daingerfield,Michael;Pitre,Sabrina;Howard,Cole;Cole,Ted;Adamthwaite,Michael;Sheridan,Kelly;McNeil,Scott;Panton,Giles;Kaye,DavidA.;Day,Carol-Anne;Lindbjerg,Lalainia;Simpson,Jason;Tong,Vincent;Swaile,Brad;Francis,Andrew;Jaud,Janyse;Zahara,Alex;Strand,Chantal;Medrek,Caitlynne;Collins,Marlie;Soudak,Advah;Petriw,Adrian",,,,,,,"Fujita,Youichi;Miyawaki,Chizuru","Asami,Matsuo;Koshida,Tomoaki;Minami,Yasuhiro;Minamikawa,Tatsuma;Nagaoka,Chika;Yoshimura,Ai;Yoshizawa,Toshikazu;migmi","Fujita,Youichi;Miyawaki,Chizuru;Minami,Yasuhiro;Nagaoka,Chika;migmi","Takamatsu,Shinji","Hayashi,Kanako;Honjou,Keiichirou;Sasaki,Youhei","Miyawaki,Chizuru;Abe,Miyuki;Hayashi,Asuka;Hayashi,Kanako;Honjou,Keiichirou;Ikeuchi,Naoko;Ishikawa,Mariko;Itou,Tatsufumi;Kitamura,Tomoyuki;Komatsu,Eiji;Nii,Hirotaka;Okimura,Tadayoshi;Sasaki,Youhei;Satou,Youko;Suzuki,Hiromi;Takakura,Kae;Tsushima,Kei;Wada,Naoya","Takeuchi,Shinji","Kishimoto,Taku;Matsubara,Shuu;Mieno,Hitomi",,AquaTimez;BLUEENCOUNT;DOES;HoneyWorks,"AquaTimez;BLUEENCOUNT;CHiCO;DOES;HoneyWorks;Negoto;[""OKAMOTOS"";Swimy;THREELIGHTSDOWNKINGS",AquaTimez;BLUEENCOUNT;DOES;HoneyWorks;Swimy,AquaTimez;BLUEENCOUNT;DOES;HoneyWorks,"Honjou,Keiichirou;Ikeuchi,Naoko;Ishikawa,Mariko;Miyazaki,Satomi;Nakamura,Yumi;Okimura,Tadayoshi;Sasaki,Youhei;Suzuki,Hiromi","Sorachi,Hideaki",,,,"Teramoto,Yuuki",,,"Nakamura,Yumi","Fujita,Youichi","Utagawa,Ritsuko","Seyama,Takeshi","Fukushima,Takayoshi;Maniwa,Nami",AudioHighs,,,"Utagawa,Ritsuko",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
